value,source_line,source
#sla2011 great session on Integrating w/ sales & marketing. 4 top notch speakers!,1847090,en_US.twitter
lol your mad!,1874627,en_US.twitter
Great to connect with you at #TheNextLevelWorkshop event today!,1053026,en_US.twitter
"10 year old cat is really sick...and our vet is closed, what's a mother to do?",1976922,en_US.twitter
Of course!! You're so very welcome!! XOXO,2222200,en_US.twitter
I guess I should give up for the night and just go to bed. I'll let the wind put me to sleep. See you guys tomorrow!,1104391,en_US.twitter
how? What's it about,1781068,en_US.twitter
lol sure. If that floats your boat RT“: Manny just grabbed my nuts”,1269225,en_US.twitter
Several approaches when buying a new #broadcast automation system Which will you choose?,312392,en_US.twitter
oops video by,2108959,en_US.twitter
Wikipedia's category system is generated from category tags at the bottom of articles and other pages,1961643,en_US.twitter
go to sleep ChaChi you deserve it,1569554,en_US.twitter
You can't save searches inside the iPhone app?,12379,en_US.twitter
Great tackle Stewart!,172005,en_US.twitter
Also making the FT in Jax that Shawn Cunix dude and this year's wunderkin Darren Elias.,1528498,en_US.twitter
I am out bored as hellz :(,1176479,en_US.twitter
I just found out that a guy in a band I like is having a sex change. So Googleing it to see if it's true.,155183,en_US.twitter
I'm always up til like 2 am. Damn,434405,en_US.twitter
"If being anonymous for no reason makes you feel comfortable, maybe you need to be uncomfortable.",489661,en_US.twitter
"You know, I would get on more but it's just not like it used to be. Nobody talks to me anymore but you and It's just changed",1961187,en_US.twitter
"Lol, im in the mod to spam you(;",272335,en_US.twitter
Twitter mentions/interactions >> Facebook notifications,1304382,en_US.twitter
"Awesome half. Good job, Rex. Don't throw at Revis. cc:",1466243,en_US.twitter
Switching exhibits this week at #SJMQT ... but the gift shop is still open. :D International TECHstyle Art Biennial (ITAB) opens August 17th,1515627,en_US.twitter
#TheLorax on Saturday with my family. Extremely stoked!! \'-'/,2162319,en_US.twitter
"My Old High School Caught On Fire. ,:/",1147163,en_US.twitter
""" I got me bitch"" - yellawolf",1745752,en_US.twitter
I Can Tell That #oomf Mad At Me.,2356024,en_US.twitter
"Daily Special, Wed 04/25/12 - Spaghetti w/ Italian marinara & lg meatball, served with garlic toast, salad, and choice of dressing. $6.09 RT",1612774,en_US.twitter
that's LOVE,879204,en_US.twitter
Trying to avoid teachers at grocery stores >,1856077,en_US.twitter
I enjoy my life at home as much as I enjoy vacations we create our own world,695527,en_US.twitter
Thanks for the mention!,1998258,en_US.twitter
Did you notice the little room inside the tower about 2/3 of the way up?,600571,en_US.twitter
I'm exhausted! P90X kicked my butt last night! But I'm done 6 pounds in 4 days!,2243379,en_US.twitter
#Bcfm is tasting pale ales tonight.,1139361,en_US.twitter
yeah the original is awesome but its gotta be #commercialfree. Just say NO to commercials. Hahaha,914742,en_US.twitter
spoiler alert: we're all gonna die,742920,en_US.twitter
hope to see you there!,1134424,en_US.twitter
Practicing Adventures of a comic book artist with my friends in theater elective we miss u,1706846,en_US.twitter
delivery is different from dancing(performance) on stage. thats the type of shit you like. thats like saying soulja boy hot,1086647,en_US.twitter
text me.,287143,en_US.twitter
All women aren't stuck up!!!,1622593,en_US.twitter
Standing naked on my porch waiting for Google Maps to take my picture.,1025935,en_US.twitter
Dora been killing the game with the muffin top and the killer bangs for a minute...,1398567,en_US.twitter
yea ur lovely..where u from,1097431,en_US.twitter
that can be a real beneficial project & be real inspirational. I heard you a great humble guy from your friend David walker. I>>,1650485,en_US.twitter
on Saturday i have a gospel rally at my Church and Sunday is Youth service how about u?,681829,en_US.twitter
"Thankful for blessings: family, friends, and l(earnings) in 2011. Cheers to health, peace and contentment in 2012 Happy New Year everyone!!",729282,en_US.twitter
"If you can speed sleep, you can get 8 hours of sleep in only 3. Then you can wake up and keep recording.",1199493,en_US.twitter
There's a guy out there who's going to be really happy that you didn't get back together with your crappy ex-boyfriend.,291150,en_US.twitter
love thunder<3,1097553,en_US.twitter
They have been doing this all post season. They suck in the second.,1544949,en_US.twitter
Just wait till you hear our new song #TIMEBOMB!!!,1563270,en_US.twitter
im not gonna lie..its really nice havin my girlfriend back.,2268072,en_US.twitter
Okay Charlotte Bobcats. It isnt funny anymore- stop emailing me to buy season tickets! Maybe you should pay me to go?,1281805,en_US.twitter
confuse everyone. Yes... I am easily entertained. :],990937,en_US.twitter
will you post a link to blog w/ study based on your book? having trouble finding it. thank you in advance!,696867,en_US.twitter
feeling great after 1 mi run and 4 mi fast walk..time to get back into marathon form :),279474,en_US.twitter
"in Dallas!? okay, we'll wait ;)",1247900,en_US.twitter
thank you for an amazing afternoon!,644739,en_US.twitter
Who wants to Sponsor Us!?!,1269521,en_US.twitter
"You just made fun of someone with a walking disability. Man, you're so cool.",2286199,en_US.twitter
"your arms too short to box w/God, he's got that reach on you",635900,en_US.twitter
Ahh it was so good!! I loved it!!!!! You're such an amazing writer seriously. I was like dying,124899,en_US.twitter
Your post is so much more eloquent than I could ever hope to be :-) Keep up the good work bro !!,118748,en_US.twitter
"Looking forward to yours.. we'll see if I get around to mine.. going to try, though! :)",624631,en_US.twitter
"I could use the Golden Bough to teach reading comprehension for a chosen few, the marines of liberal studies",2331160,en_US.twitter
We did run shortly into each other during the last #TedxRainier in November,1012405,en_US.twitter
Ugh i gotta write a damn speech,458527,en_US.twitter
umm this Saturday? :),583300,en_US.twitter
"This couple is wearing the same socks.. There pink with polka dots. Um, no.",879342,en_US.twitter
Let the eBook talks begin,1856264,en_US.twitter
"I don't believe in superstition, but I do believe people can be huge jerks when they don't even know anything about someone.",1594488,en_US.twitter
Am I missing something with this #Gotye guy? He puts me to sleep. In fact it looked like he almost put himself to sleep on,2340415,en_US.twitter
thank you! please pass around.,1839730,en_US.twitter
What lane on the highway do you prefer? Fast or Slow Lane?,2115055,en_US.twitter
I'm in need of a Chinese buffet!,175737,en_US.twitter
The Ellen Show literally makes my day. <3,2200902,en_US.twitter
RT : Sick of daily deals in your inbox every day? YipIt aggregates them for you and only shows you the ones you'd like:...,1219080,en_US.twitter
"Its obvious who is gone die first, hate horror films like this, next...",1286834,en_US.twitter
Have a lot on my plate today,2047640,en_US.twitter
"welcome to Twitterverse, it's a great place to explore",2260423,en_US.twitter
"Huge game tonight! GO CATS! Rangers-Ott game last night was super, too.",359254,en_US.twitter
I just lost 100 points...that person know what I'm talking about,1146663,en_US.twitter
you don't have to resort to that! Don't give in! Stick to the country music cause we all have friends in low places...,2211627,en_US.twitter
Winner Winner Chicken Dinner (I hope!!)!,1530248,en_US.twitter
Did UK not watch kU film? The Cats have to get into their offense & finish at the line! The chickenhawks cannot win this...,16973,en_US.twitter
letz tlk about our plans 2morrow cuz im too tired to think .,1933663,en_US.twitter
"Wearing high boots and getting a massive itch on your ankle, when driving, is a bad way to start your morning.",212731,en_US.twitter
Im rooting for the Asian guy who cooks with the #SwagSauce Even tho,2313669,en_US.twitter
Correction: Hanging out w/MiiMadre IS ALWAYS A BLESSING PLUS lots of FUN!!! Lol,1557824,en_US.twitter
Dolphins-Jets....best game of the year in my city,1648831,en_US.twitter
why you say that lol,1207031,en_US.twitter
You were born an original. Don't die a copy. ~John Mason,967411,en_US.twitter
"Hey T! We are following you back, how are you?",1386206,en_US.twitter
So much information to go through from #NRAShow2011. Lots of work to do this holiday weekend!,1995938,en_US.twitter
hella snow u guys,868110,en_US.twitter
#nsn3DSaturday Never say never was so amazing! <3 Please follow!!,720195,en_US.twitter
link to the #PhxNsh preview?,1957741,en_US.twitter
YAY! That's awesome!!..make sure to play some Britney songs in my memory too!:),1120201,en_US.twitter
#Media – DM us for a full version of Prof. Mayer’s testimonial.,282293,en_US.twitter
#RoyalWedding Was really long,1619656,en_US.twitter
and there making another one cuz of what happen at the end of the movie YouTube it,676919,en_US.twitter
That's really kind of you :) Tell me how sexy they are live? ;) haha,37521,en_US.twitter
I love Blair! I think she's very cute and stylish,1198969,en_US.twitter
"Haha, I didn't see that one coming...I should have, but I didn't.",1254318,en_US.twitter
ha. Ty man!,1632058,en_US.twitter
Perseverance is not a long race; it is many short races one after another.,678783,en_US.twitter
"This is NOT hijacking the PXY Twitter. Ok, maybe it is... RT : quit teasing us raph!!!!",479919,en_US.twitter
: screw the e.r. that's a piece of cake .I need it for them cuckoo,2342324,en_US.twitter
t-minus 29 minutes until BFA defense...,1930427,en_US.twitter
Brilliantly creepy.,942298,en_US.twitter
"""The Coachella Video.""",1925618,en_US.twitter
haha! I love your Spanish Joe! <3 Have you been practicing it at home?! I hope so! Yeah we gotta skype! Add me: YozabethAKAyossi,1228451,en_US.twitter
"Random people alway say i look mean 0_o when you judge people based on their expressions, that’s facial profiling.",1066400,en_US.twitter
Nathan Ryan #TWlikeyou I remember when I support for you,419934,en_US.twitter
OMFG I HATE CRYING!!!!!!!! UGH SOMEONE TALK TO ME IM LONELY AND SAD,697812,en_US.twitter
Just arrived in new York so stoked miss you brotha!!!,1649667,en_US.twitter
"and yeah. cody loves his fans. ive gotten to meet him so many times, he MIGHT come out.",1929805,en_US.twitter
best tweet ever? Quite possibly.,1816521,en_US.twitter
"Well, and a bottle of wine... :) RT : “All sorrows are less with bread.” Miguel de Cervantes",704862,en_US.twitter
Thank you! It would have ment alot to her.,1806435,en_US.twitter
"TRIVIA TUESDAY: Wes and Jared met each other on the second day of high school. They have been best friends and bandmates since. Cute, huh?",1672211,en_US.twitter
I pushed myself forward >> because no one else was strong enough,761723,en_US.twitter
Martinez move could put decision on Green redevelopment off until 4/26,1504225,en_US.twitter
A good head and a good heart are always a formable combination,1678933,en_US.twitter
thanks for adding us,733318,en_US.twitter
she's in heat wheat,1842188,en_US.twitter
are you the middle or right girl?,1257599,en_US.twitter
8 more followers to have a 600 followers..:)),1150800,en_US.twitter
I'm eating strawberrys:3 yummy^^,2129468,en_US.twitter
He looks like a youngen... haha I don't like him though,1890854,en_US.twitter
"watched Thor today, great movie. Sometimes you just have to go against what all the critics say. A must see for sure, stay till then end of",1415026,en_US.twitter
Perhaps those who eschew child bearing are doing the planet a favor? Having womb does not alone give rise to heart of a mother,2232269,en_US.twitter
Somethin gives me the feeling Sarah Phillips wears underwear with dickholes in em.,1737239,en_US.twitter
"luckily a can away with mock relaxers which I do with conditioner and it takes 1/3 of the time!! Haha, cheater",2084250,en_US.twitter
#NickMarasAss your booty is trending :3,1772904,en_US.twitter
"Congratulations 4 baby boy, thank God he doesn't look like me, now we all can rest easy",1075652,en_US.twitter
"Engagement is multifaceted involving sustained participation, narrative buy-in, critical reflection & heightened enjoyment",1841140,en_US.twitter
where is your tie Sam? Is it at thesilktie.com?,2008822,en_US.twitter
Not sure who's jamming the music here in Bellevue but,1929011,en_US.twitter
"Researching the Cochrane Family of Brooklyn, NY!",441738,en_US.twitter
"I'm 100% for Barack, all Im saying is once he wins, I hope he turns into that socialist freak Fox News keeps talking about.",859632,en_US.twitter
Think is a great move. Takes substance,40203,en_US.twitter
because mondays are only when the show comes on,2270755,en_US.twitter
Lol. You're going to be my wing woman to pick up high school girls?,622373,en_US.twitter
thank u for following!!!,1728761,en_US.twitter
The gym fixes everything.,2007830,en_US.twitter
"WTS GREAT WINTER SONGS: ""This is the New Year"" by Ear candy and soulfood for the ill inspired. (tweet ur favorites to us!)",1402866,en_US.twitter
Unlocking city&#39;s future depends on new code,264864,en_US.twitter
"The love below. (That never gets old) RT : ""What's wrong? What are you afraid of?""",1954615,en_US.twitter
quite chilly this morning.. but TGIF and thank god for no traffic!!!,2003316,en_US.twitter
RT : Everyone please be safe tonight !!!!,642984,en_US.twitter
"Be sure to check out Golden Light Catina in Amarillo, Texas. Oldest surviving bar on Historic Route 66!",430521,en_US.twitter
What NOT to do when you're bored: Color your hair.,1398152,en_US.twitter
It has been decided. The Nomads are heading to Moe Bar for happy hour. Will you be joining us?,2049327,en_US.twitter
It's Campus Community Day. What's happening on your campus?,734039,en_US.twitter
damn cud I eat 1st!!!! And I read it wrong my fault,2316891,en_US.twitter
I didn't see this happen either! Haha,1241367,en_US.twitter
Valdy ‘warm and comfortable as a wool sweater’,2049602,en_US.twitter
"Did you conquer the weather this morning, or did you concede???",1081924,en_US.twitter
"followed,follow back?<3",551488,en_US.twitter
"had a delicious fried green tomato BLT up in Tyrone, GA with Rick last week...awesome sandwich!!!",563218,en_US.twitter
one hour and 15 mins to go... so ready for the weekend!!,770904,en_US.twitter
Let's hope those media giants go for the government-funded gold.,1177486,en_US.twitter
"Contest: Write a review for Kenichi on either our Yelp or Google page & in a tweet, link it to Winner gets a $50 gift card!",2100821,en_US.twitter
"11:11... Hanging out w/ my BFF and fab biz woman, ! This is a RAD way to celebrate the hour. :)",1056096,en_US.twitter
I will take a beat out of the day 2 stop and smell the roses!! :) Happy Friday!! :),872183,en_US.twitter
"oh, yes, I knew that, I was just waiting for it to show up on the rafflecopter. wishing it had been me! :)",150789,en_US.twitter
"SAVE THE DATE! Mon 4/30 - at - 8pm - $5 cover - Live music, Art, & the all new ""care-give share"" table !",487026,en_US.twitter
Getting somewhere with the new songs now that I have been taking it easier. May finish by june after all.,1006524,en_US.twitter
"RT : did do it just for fun tie n to mud puddle story by Robert munsch-LOVE that story, really any Robert munsch story",1826020,en_US.twitter
"Wait and see, Troublemaker.",1626148,en_US.twitter
"Have you picked out your toy donation for the Holiday Gala yet!?! Great options on sale this week at Kohl's, Target and Toys R Us!",603385,en_US.twitter
I prolly got shit coming for fucking my homeboys woman and I don't know why I did that .. That's why relationships can miss me ....,1823628,en_US.twitter
"A fruit is a vegetable with looks and money. Plus, if you let fruit rot, it turns into wine, something brussel sprouts never do",699719,en_US.twitter
no one will ever understand how much it hurts.,900552,en_US.twitter
it hasn't sunk in yet...,893610,en_US.twitter
you're shitting me...were those really their names? Hahaha,2347988,en_US.twitter
Dougco spokeswoman says evidence seized from #Birdman 's home will go to FBI computer forensics lab in Denver,760828,en_US.twitter
"sense of humors so dry it's like sandpaper lol too much I like an easy 7 level thought process ""thinkers way"" not that it's that serious 😞",83021,en_US.twitter
that's for sure... Don't take his sloppy seconds invite for dinner either,716279,en_US.twitter
"lol I see that now. Im prolly the only one that noticed. --> R, D, & N lol",60634,en_US.twitter
O I love that you have a jeep! Its the vehicle you were born to have. 3pm on Sat!,860889,en_US.twitter
Thank you! We're honored to be selected and looking forward to,1538010,en_US.twitter
"I am a flake. I don't mean to be. I just make plans and then forget about them. If I add to a calender, I forget to look at that too.",1329791,en_US.twitter
"LOL. RT : Watching the #UFC episode of If it's not funny, I may have to fight him.",410183,en_US.twitter
"Ha, it's never raided my address book. I find it quite useful!",1517594,en_US.twitter
pretty sure i'm cutting my hair off tomorrow. obviously i'm having some sort of crisis that i'm not fully aware of. yet.,588071,en_US.twitter
"Tonight was crazy, I'm telling yall its getting bigger",1406205,en_US.twitter
Sounds like a recipe for a heart attack,1474107,en_US.twitter
well we will go out there soon enough. :),936308,en_US.twitter
"#raw10 It seems like yesterday when Ice T was creepin across his bathroom flr @ 6am, gttin away from the Police. Irony is: He plays a Cop",1673608,en_US.twitter
How d fuck do we miss dat shot!,153326,en_US.twitter
Kevin Martin: talent enables the business to adapt to change internally faster than the market changes.,289173,en_US.twitter
Dudes who try to add me on Twitter who follow nothing but ALL females...,850858,en_US.twitter
"Sis I don't do it to get you in trouble, but learn from my mistakes, but never did I talk to our mother like that, hate now thank me later!",1672367,en_US.twitter
"research proj: genre and listening practices. Provide ethnographic detail to the large numbers, nuance to the monolith.",1227598,en_US.twitter
I've fallen off the #gratefulness bus. Must climb back on!,1028085,en_US.twitter
I feel like a cool kid since I got the last Arizona Drink from the Corner store :D,1658492,en_US.twitter
RULES! Thanks Chris & everyone at for the chance to win cool stuff,161714,en_US.twitter
UH i think the whole of england is here in the US .....now i just need some up in here,1946345,en_US.twitter
LET'S GO SIXERS!!!!! this is a nail biter.,1542221,en_US.twitter
Its real --> RT : goodnight.,1826032,en_US.twitter
"Should your #kids follow a low-carb diet? Instead: Teach healthy #portionsizes:1 serving = 1/2 cup or 1/2 grown-up fist: Rice, pasta, potato",925382,en_US.twitter
how exciting!! Want to hear your plans!,1719902,en_US.twitter
"""I just saved this tiny bird from being eaten by vultures""",2176115,en_US.twitter
there was nothing that had to be said. The pictures said it all. Great camera shots and directing.,627060,en_US.twitter
Have a great turkey day everyone.,1129042,en_US.twitter
I love you Trea Hawthorne Taylor,851598,en_US.twitter
Has anyone ever been to Stone Creek Coffee?,1311073,en_US.twitter
Playing tonight @ the Mad Frog with AC30 and Jody Stapleton and the Generals. Come rock out with us.,1972036,en_US.twitter
"Today in America TV Offers May Air Dates for Portland, Oregon - Albany Times Union",1426733,en_US.twitter
"Live, love, pray100%:-)",215931,en_US.twitter
I already know when I have to do sex scenes in film/tv I'm gonna have to take a couple of shots before filming,236470,en_US.twitter
Hurdle for craft industry is legality of shipping.,1669262,en_US.twitter
Nice pic! Hope you have a great time at your #PROM!! Make it memorible! :),1305250,en_US.twitter
Hofbrauhaus... A rowdy good time!,1172027,en_US.twitter
Don't Sleep Just Grind,1079119,en_US.twitter
REALLY impressed with the editable content modules. So much easier for my clients to edit custom templates!,2095069,en_US.twitter
I guess were all as fucked as we should ever be than. I say embrace it...,41537,en_US.twitter
am I Catholic?,445727,en_US.twitter
sometimes you gotta go loafer.,1459484,en_US.twitter
"Let's be honest, we all sing at the top of our lungs when Fun - We Are Young comes on",1210319,en_US.twitter
A simple touch and I'll get you to moan...,2105328,en_US.twitter
I would like ehhhhhh THIN CRUST PEPPERONI CHOCOLATE CAKE,2175034,en_US.twitter
"Was on PS3 last year, I think XBox this year. AppleTV can't be far off.",1371634,en_US.twitter
no problem! its true! where are you from?,2159862,en_US.twitter
"Thanks, will do!",2341405,en_US.twitter
Hey! I know that you met Keone Young my dad is friends with him :D please reply :D,367318,en_US.twitter
"If you happen to be at the SASCOC conference in Orlando, feel free to check out my presentation @ 10:30 @ the Peabody",333556,en_US.twitter
lol I already did,96924,en_US.twitter
"Dear School, why do you have to sneak up on all of us Monday morning? Sincerely, you should start on Tuesday, at Noon.",1212110,en_US.twitter
"It's supposed to. Though working for non-profits and poor folks means redefining ""big bag of money.""",1040392,en_US.twitter
nothing at all there's a thing called class and I have it. So keep writing obscene shit it proves my point,2262031,en_US.twitter
Driving games are the worst when you're flying solo,502926,en_US.twitter
please follow me i love so so much ima big,583462,en_US.twitter
Vote for YOUTH VOICE ADVOCATES-St. Florian Partners,1767381,en_US.twitter
And so it starts,751582,en_US.twitter
Customize > Promote > Earn...,1533166,en_US.twitter
most men belong in cages anyway. They might as well fight while they're there! ;-),1368047,en_US.twitter
I did - but got discouraged by the reg fee. Scholarships you say....,1352919,en_US.twitter
Eternity's most experienced...& celibate bachelor ladies and gentleman,1272941,en_US.twitter
That is awesome! Tomorrow is a big day. What a blessing for your kids. I'm on month 60.,1486255,en_US.twitter
Susana Medoza I look forward to hearing your resignation speech next week,409101,en_US.twitter
just had the best omelette ever! airlines served it to me. Thinking about taking a trip tomorrow just to have another one!,2271572,en_US.twitter
great way to start your day.,2172165,en_US.twitter
You have got to get that snow blower off your home page! You live further south than me and we haven't seen snow since 2010,1223857,en_US.twitter
When and where I am there!,711755,en_US.twitter
RT Time to get serious about this wedding diet/exercise. 5 and a half months... Here we go!,7794,en_US.twitter
"No Longer Minnows will offer ""live twitter"" coverage of Japan vs USA this Sunday at 6:00 am eastern! Follow",1246551,en_US.twitter
Doing homework by candle light,689317,en_US.twitter
"Good for you, Fleep!",1012349,en_US.twitter
I think I will bring 100 army men to count with or may b toe nail clippings lol,1453425,en_US.twitter
#RejectedPickupLines is that your finger or mine?,1280913,en_US.twitter
"Today is already long, I wish I could spin the earth a little quicker to start over 2morrow",357195,en_US.twitter
you'd me pleased with me. Ed Sheeran is now 1 of 5 CD's on my iTunes.,67752,en_US.twitter
"anyway, enjoyed that ravishing French context",1136672,en_US.twitter
i get a little bit stronger :),2046042,en_US.twitter
"#light_therapy Is there anyone in PDX who sells these products? I know about Sunlan, but am looking for other options...",1387827,en_US.twitter
"""Dreams don't chase themselves."" contestant on The Voice",738896,en_US.twitter
Congrats on your CCNA!,1193490,en_US.twitter
Damn RT : Its a one of a kind man! not going to be released commercially!!,2209977,en_US.twitter
"COPE strategy - create once, publish everywhere",2077275,en_US.twitter
"Austin doesnt have a celebrity crush, but thinks the girl from mistletoe video is gorgeous. RT if you want to be her!(;",1963631,en_US.twitter
"""May we long share our odd, inanimate feast,/ And meet at last on the Cloudy River of the sky."" ~ Li Bai via Arthur Waley",262798,en_US.twitter
"Lisa Vieyra states, ""It is ironic that the program being emulated is being eliminated.""",811622,en_US.twitter
"New York,health officials announced testing 75 students Queens school for swine flu,students,flu-like symptoms,CNN television reported.",1200129,en_US.twitter
Good Job SC...tough opener but I will take a win any day!,491207,en_US.twitter
We are getting recommendations all the way from Idaho! Thanks Heidi Rowland Estrem!! :0),787099,en_US.twitter
I start the same day!,1199155,en_US.twitter
"Join us Feb. 7th w/ for Friends & Family Night! 5p to close, minors until 9pm. $5 cover for band!",500812,en_US.twitter
"bby I noe, I miss you too ;*",1057825,en_US.twitter
Laertius Diogenes~ I am a citizen of the world.,1439210,en_US.twitter
It's been a hard week for our Active Military. www.PatriotSafe.com is now offering 25% off the price you see on their website for any item.,1962314,en_US.twitter
So wish I could go to The Avengers midnight premiere tonight but I guess the fact that I'll be at Disney World instead makes up for it!,2121520,en_US.twitter
she has bad fake eyelashes on. Someone should tell her to lighten up on the glue.,1093416,en_US.twitter
RT : Youth and Digital Media: From Credibility to Information Quality - New Report from the Berkman Center -...,676747,en_US.twitter
oh ok... Well wen ever u get ready to do something keep us in mind. We always ready. U know to find us. So lets do it,1873048,en_US.twitter
Thank the Lord that AP is over! now econ i gotta worry about,762793,en_US.twitter
Thanks for trying...,876823,en_US.twitter
I despise PHX... how the f*ck is this game tied.,2355472,en_US.twitter
"Thanks for the shout out, co-founder is currently a Fulbright Finalist to study entrprs in Hungary, euro tour nxt?",1292690,en_US.twitter
glad u enjoyed the John Williams. Glad we made ur lunch more enjoyable! Thanks for listening.,1617366,en_US.twitter
We're showing evidence that convinced jurors to convict #Amy #Senser. Next on the,960510,en_US.twitter
#TGIM! Did you have a good St. Patrick's Day weekend?,2063145,en_US.twitter
BAE = That's My Love . Main = You Ain't The Only One But You My #1 . Boo = We Ain't Together But You Mine . KNOW Where You Stand !,516959,en_US.twitter
"Haha, no, but that's how I will now see my parents' house. Can you say AWESOME!?",1406212,en_US.twitter
thats sick. Wish NBAPA tweeted the breaking story tho and not Trib's,360799,en_US.twitter
el-oh-el!,1219027,en_US.twitter
Extra Innings AGAIN!!! My heart can't take this,1771228,en_US.twitter
"Thanks to Alphabet Hotel, August Son and Daniel Clingman for an unforgettable Friday the 13th show at Beer Co!! <3",963319,en_US.twitter
U seen my face ? U dont think I have a gf? Says the dude who hides his fat ass behind a seahawk pic,1785455,en_US.twitter
"yes, at lunch, in back of room, to left",231925,en_US.twitter
Attention Brides! Save a little for your wedding & shop at Bella Bridal to get 10% #cashback!,1461453,en_US.twitter
Out at the PIC MTV Video Music Awards after party in Hollywood! Photos to follow :),659364,en_US.twitter
"Can't wait for FunnelCake, deep-fried butter & ! They're all at this yrs - Win tix at 7:30 w/",876027,en_US.twitter
Did you ever get the feeling that the world is a tuxedo and you're a pair of brown shoes? - George Gobel,1590358,en_US.twitter
"Fun, Fun, Fun - Happy Birthday Year!",861826,en_US.twitter
Good! “: So I've gained about 25 pounds in the last few months...”,367169,en_US.twitter
"hahahaha cool day actually, mine was boring -.- I had to study , at least Friday and saturday was amazing ;) brb",2359525,en_US.twitter
Chuck #Norris can punch a #cyclops between the eyes...,1098891,en_US.twitter
"Customer service is not a department, it's an attitude!",582641,en_US.twitter
Biggest Hoax since Big Foot,339496,en_US.twitter
Oh pizza man I'm so sorry. We love you.,619816,en_US.twitter
setting up a personal portfolio website!,1956753,en_US.twitter
"""I heard that twitter, facebook and youtube are merging. It's going to be called ""YouTwitFace."" - George Verwer",2037018,en_US.twitter
shut the front door! I love Toni! Where will she be? Is the book out already?,2350058,en_US.twitter
Did you go in the pool with Colton? I hope your having fun with the idols :),427427,en_US.twitter
Was the ground cold when you crawled out this morning?,135592,en_US.twitter
"#20ThingsAboutMe im strong, and happy to say that i am.",1921842,en_US.twitter
Tryin to stay up for loiter squad,250,en_US.twitter
"Commit to growth readiness, commit to scale, build and be the consitutency: 3 keys to cracking the code on scale, says",70074,en_US.twitter
"You're still in the States, aren't you?",2100247,en_US.twitter
"I won't give up on us, even if skies get rough <3",2146353,en_US.twitter
and The Onion. Pretty much the same thing.,1236009,en_US.twitter
"the train is cheap, gets you tower city (~20min ride), but you'd have to walk to the hotel from there ~15-20min",1400382,en_US.twitter
you look great!,463674,en_US.twitter
wants to get crushed RT boy1020 she really want it,1900735,en_US.twitter
Where's the beef? #80stweets Are we still looking for it? Gotta be bad by now!,588436,en_US.twitter
"« , Haha yeah!» lol okay, i txt you.",92842,en_US.twitter
Have a Great New Year Hun,1874476,en_US.twitter
idk man they just did the song for the surf ninjas soundtrack,919486,en_US.twitter
Taking an hour+ to drink your coffee on the couch might be one of the best little moments of vacation.,230518,en_US.twitter
#Mac #iPad Apple sets iPad Mac sales records,2164095,en_US.twitter
ikr it sucks :P but hey road trips are fun lol,358453,en_US.twitter
omg is she ur dog now?,1844519,en_US.twitter
"Camero SS. Black leather interior, black exterior, I want you.",975974,en_US.twitter
So we've taken a break from writing for the past two weeks. It was a nice little vacation that was much needed but don't worry we are back!,750481,en_US.twitter
"Lunch today... asparagus with olive oil, lemon juice and goat cheese.",2171417,en_US.twitter
"The truth is, I refuse to watch it. I can't get over my instinct that it's misogynistic and fauxgressive.",1296604,en_US.twitter
Do I see you have move to Arkansas from Minneapolis?,321953,en_US.twitter
"Remember forgiveness is for you, not them.",138483,en_US.twitter
"I know it's Oregon and rain is part of living here. But man, it's starting to get to me.",342024,en_US.twitter
Working hard,962946,en_US.twitter
"Me, Mommy, Cousin, and Nana, watching judge joe brown",438412,en_US.twitter
Whiskey ginger. We learned from the best! RT : What's your Dad's favorite drink ?,1270818,en_US.twitter
I have been plotting that reverse kidnapping thing for a bit. My ransom is too high.,341820,en_US.twitter
"And happy mothers day to Grandma Rose and Nanny. I miss both of you, but I know you're watching over all of us <3",2110262,en_US.twitter
thanks for the shout out!,319273,en_US.twitter
This is Robs worse nightmare. Devils vs Rangers.,1553172,en_US.twitter
"Tweaking lecture, planing call (to faculty) to help student, need to wait till morning in KG to plan w colleague there",794758,en_US.twitter
love u,2004295,en_US.twitter
My cat does that all the time. :/,730617,en_US.twitter
"Hey Lisa I need to get you on a track with Gloomy, can you get by tomorrow?",1831020,en_US.twitter
Enjoying a great bottle of Aia-nice follow up to #Briarcrest - thanks !,1321479,en_US.twitter
your welcome hun:),1605882,en_US.twitter
Gatewood was a gentleman and true Kentucky icon. I'm sad to hear of his passing.,673794,en_US.twitter
Life as performance art,1142633,en_US.twitter
lol I can't help it. I'm busy. My phone is like for business... that's the only time I use it,438229,en_US.twitter
Barr-owed time art by my friend Judy Nielson,1531642,en_US.twitter
Thank you! How's NM? Going through wine withdrawls!,804212,en_US.twitter
you should have brought him to the apartment. i would have babysat him for the weekend.,186185,en_US.twitter
"“: I'm not single, I'm just in a long distance relationship with the person who lives in my future.(:” the most awesome tweet ever",488666,en_US.twitter
The right person will love all the things about you that the wrong person couldn't accept,1311477,en_US.twitter
thanks! and we'd love to do a house show out there sometime if anyone wanted to set something up,74378,en_US.twitter
I hope u mean that and not just getting my hopes high.,1729022,en_US.twitter
i KNOW someones gunna get me soon.. i can FEEL it,1269059,en_US.twitter
Just seen on campus - something you don't see every day - a guy in a Maroon 5 hoodie.,2081161,en_US.twitter
"don't cry, you'll see my tomorrow for the moving par-tay!",1769164,en_US.twitter
About to watch The Lucky One with Beth! <AB,1735355,en_US.twitter
really really wish this series was avail on Netflix here.,1489727,en_US.twitter
